2014-10-15 07:57:06 startup archives install
2014-10-15 04:14:31 status unpacked analog:amd64 2:6.0-19.1
2014-10-15 04:14:31 status unpacked analog:amd64 2:6.0-19.1
2014-10-15 04:14:31 install libapr1:amd64 <none> 1.4.6-3+deb7u1
2014-10-15 04:14:31 status half-installed libapr1:amd64 1.4.6-3+deb7u1
2014-10-15 04:14:31 status unpacked libapr1:amd64 1.4.6-3+deb7u1
2014-10-15 04:14:31 status unpacked libapr1:amd64 1.4.6-3+deb7u1
2014-10-15 04:14:31 install libaprutil1:amd64 <none> 1.4.1-3
2014-10-15 04:14:31 status half-installed libaprutil1:amd64 1.4.1-3
2014-10-15 04:14:31 status unpacked libaprutil1:amd64 1.4.1-3
2014-10-15 04:14:31 status unpacked libaprutil1:amd64 1.4.1-3
2014-10-15 04:14:31 install libaprutil1-dbd-sqlite3:amd64 <none> 1.4.1-3
2014-10-15 04:14:31 status half-installed libaprutil1-dbd-sqlite3:amd64 1.4.1-3
2014-10-15 04:14:31 status unpacked libaprutil1-dbd-sqlite3:amd64 1.4.1-3
2014-10-15 04:14:31 status unpacked libaprutil1-dbd-sqlite3:amd64 1.4.1-3
2014-10-15 04:14:31 install libaprutil1-ldap:amd64 <none> 1.4.1-3
2014-10-15 04:14:31 status half-installed libaprutil1-ldap:amd64 1.4.1-3
2014-10-15 04:14:31 status unpacked libaprutil1-ldap:amd64 1.4.1-3
2014-10-15 04:14:31 status unpacked libaprutil1-ldap:amd64 1.4.1-3
2014-10-15 04:14:31 install apache2.2-bin:amd64 <none> 2.2.22-13+deb7u3
2014-10-15 04:14:31 status half-installed apache2.2-bin:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 status unpacked apache2.2-bin:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 status unpacked apache2.2-bin:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 install apache2-utils:amd64 <none> 2.2.22-13+deb7u3
2014-10-15 04:14:32 status half-installed apache2-utils:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 status half-installed apache2-utils:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 status unpacked apache2-utils:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 status unpacked apache2-utils:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 install apache2.2-common:amd64 <none> 2.2.22-13+deb7u3
2014-10-15 04:14:32 status half-installed apache2.2-common:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 status half-installed apache2.2-common:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 status unpacked apache2.2-common:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 status unpacked apache2.2-common:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 install apache2-mpm-worker:amd64 <none> 2.2.22-13+deb7u3
2014-10-15 04:14:32 status half-installed apache2-mpm-worker:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 status unpacked apache2-mpm-worker:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 status unpacked apache2-mpm-worker:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 install apache2:amd64 <none> 2.2.22-13+deb7u3
2014-10-15 04:14:32 status half-installed apache2:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 status unpacked apache2:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 status unpacked apache2:amd64 2.2.22-13+deb7u3
2014-10-15 04:14:32 install apache2-doc:all <none> 2.2.22-13+deb7u3
2014-10-15 04:14:32 status half-installed apache2-doc:all 2.2.22-13+deb7u3
2014-10-15 04:14:32 status unpacked apache2-doc:all 2.2.22-13+deb7u3
2014-10-15 04:14:32 status unpacked apache2-doc:all 2.2.22-13+deb7u3
2014-10-15 04:14:32 install openssl:amd64 <none> 1.0.1e-2+deb7u12
2014-10-15 04:14:32 status half-installed openssl:amd64 1.0.1e-2+deb7u12
2014-10-15 04:14:32 status half-installed openssl:amd64 1.0.1e-2+deb7u12
2014-10-15 04:14:32 status unpacked openssl:amd64 1.0.1e-2+deb7u12
2014-10-15 04:14:32 status unpacked openssl:amd64 1.0.1e-2+deb7u12
2014-10-15 04:14:32 install ca-certificates:all <none> 20130119
2014-10-15 04:14:32 status half-installed ca-certificates:all 20130119
2014-10-15 04:14:32 status half-installed ca-certificates:all 20130119
2014-10-15 04:14:33 status unpacked ca-certificates:all 20130119
2014-10-15 04:14:33 status unpacked ca-certificates:all 20130119
2014-10-15 04:14:33 install dictionaries-common:all <none> 1.12.11
2014-10-15 04:14:33 status half-installed dictionaries-common:all 1.12.11
2014-10-15 04:14:33 status half-installed dictionaries-common:all 1.12.11
2014-10-15 04:14:33 status unpacked dictionaries-common:all 1.12.11
2014-10-15 04:14:33 status unpacked dictionaries-common:all 1.12.11
2014-10-15 04:14:33 install ispell:amd64 <none> 3.3.02-6
2014-10-15 04:14:33 status half-installed ispell:amd64 3.3.02-6
2014-10-15 04:14:33 status half-installed ispell:amd64 3.3.02-6
2014-10-15 04:14:33 status unpacked ispell:amd64 3.3.02-6
2014-10-15 04:14:33 status unpacked ispell:amd64 3.3.02-6
2014-10-15 04:14:33 install ienglish-common:all <none> 3.3.02-6
2014-10-15 04:14:33 status half-installed ienglish-common:all 3.3.02-6
2014-10-15 04:14:33 status half-installed ienglish-common:all 3.3.02-6
2014-10-15 04:14:33 status unpacked ienglish-common:all 3.3.02-6
2014-10-15 04:14:33 status unpacked ienglish-common:all 3.3.02-6
2014-10-15 04:14:33 install iamerican:all <none> 3.3.02-6
2014-10-15 04:14:33 status half-installed iamerican:all 3.3.02-6
2014-10-15 04:14:33 status half-installed iamerican:all 3.3.02-6
2014-10-15 04:14:33 status unpacked iamerican:all 3.3.02-6
2014-10-15 04:14:33 status unpacked iamerican:all 3.3.02-6
2014-10-15 04:14:33 install ibritish:all <none> 3.3.02-6
2014-10-15 04:14:33 status half-installed ibritish:all 3.3.02-6
2014-10-15 04:14:33 status half-installed ibritish:all 3.3.02-6
2014-10-15 04:14:33 status unpacked ibritish:all 3.3.02-6
2014-10-15 04:14:33 status unpacked ibritish:all 3.3.02-6
2014-10-15 04:14:33 install iso-codes:all <none> 3.41-1
2014-10-15 04:14:33 status half-installed iso-codes:all 3.41-1
2014-10-15 04:14:33 status unpacked iso-codes:all 3.41-1
2014-10-15 04:14:33 status unpacked iso-codes:all 3.41-1
2014-10-15 04:14:33 install libossp-uuid16:amd64 <none> 1.6.2-1.3
2014-10-15 04:14:33 status half-installed libossp-uuid16:amd64 1.6.2-1.3
2014-10-15 04:14:33 status unpacked libossp-uuid16:amd64 1.6.2-1.3
2014-10-15 04:14:33 status unpacked libossp-uuid16:amd64 1.6.2-1.3
2014-10-15 04:14:33 install libpq5:amd64 <none> 9.1.13-0wheezy1
2014-10-15 04:14:33 status half-installed libpq5:amd64 9.1.13-0wheezy1
2014-10-15 04:14:33 status unpacked libpq5:amd64 9.1.13-0wheezy1
2014-10-15 04:14:33 status unpacked libpq5:amd64 9.1.13-0wheezy1
2014-10-15 04:14:33 install libsasl2-modules:amd64 <none> 2.1.25.dfsg1-6+deb7u1
2014-10-15 04:14:33 status half-installed libsasl2-modules:amd64 2.1.25.dfsg1-6+deb7u1
2014-10-15 04:14:33 status unpacked libsasl2-modules:amd64 2.1.25.dfsg1-6+deb7u1
2014-10-15 04:14:34 status unpacked libsasl2-modules:amd64 2.1.25.dfsg1-6+deb7u1
2014-10-15 04:14:34 install lsb-release:all <none> 4.1+Debian8+deb7u1
2014-10-15 04:14:34 status half-installed lsb-release:all 4.1+Debian8+deb7u1
2014-10-15 04:14:34 status half-installed lsb-release:all 4.1+Debian8+deb7u1
2014-10-15 04:14:34 status unpacked lsb-release:all 4.1+Debian8+deb7u1
2014-10-15 04:14:34 status unpacked lsb-release:all 4.1+Debian8+deb7u1
2014-10-15 04:14:34 install openssh-server:amd64 <none> 1:6.0p1-4+deb7u2
2014-10-15 04:14:34 status half-installed openssh-server:amd64 1:6.0p1-4+deb7u2
2014-10-15 04:14:34 status half-installed openssh-server:amd64 1:6.0p1-4+deb7u2
2014-10-15 04:14:34 status unpacked openssh-server:amd64 1:6.0p1-4+deb7u2
2014-10-15 04:14:34 status unpacked openssh-server:amd64 1:6.0p1-4+deb7u2
2014-10-15 04:14:34 install postgresql-client-common:all <none> 134wheezy4
2014-10-15 04:14:34 status half-installed postgresql-client-common:all 134wheezy4
2014-10-15 04:14:34 status half-installed postgresql-client-common:all 134wheezy4
2014-10-15 04:14:34 status unpacked postgresql-client-common:all 134wheezy4
2014-10-15 04:14:34 status unpacked postgresql-client-common:all 134wheezy4
2014-10-15 04:14:34 install postgresql-client-9.1:amd64 <none> 9.1.13-0wheezy1
2014-10-15 04:14:34 status half-installed postgresql-client-9.1:amd64 9.1.13-0wheezy1
2014-10-15 04:14:34 status unpacked postgresql-client-9.1:amd64 9.1.13-0wheezy1
2014-10-15 04:14:34 status unpacked postgresql-client-9.1:amd64 9.1.13-0wheezy1
2014-10-15 04:14:34 install ssl-cert:all <none> 1.0.32
2014-10-15 04:14:34 status half-installed ssl-cert:all 1.0.32
2014-10-15 04:14:34 status half-installed ssl-cert:all 1.0.32
2014-10-15 04:14:34 status unpacked ssl-cert:all 1.0.32
2014-10-15 04:14:34 status unpacked ssl-cert:all 1.0.32
2014-10-15 04:14:34 install postgresql-common:all <none> 134wheezy4
2014-10-15 04:14:34 status half-installed postgresql-common:all 134wheezy4
2014-10-15 04:14:34 status half-installed postgresql-common:all 134wheezy4
2014-10-15 04:14:34 status unpacked postgresql-common:all 134wheezy4
2014-10-15 04:14:34 status unpacked postgresql-common:all 134wheezy4
2014-10-15 04:14:34 install postgresql-9.1:amd64 <none> 9.1.13-0wheezy1
2014-10-15 04:14:34 status half-installed postgresql-9.1:amd64 9.1.13-0wheezy1
2014-10-15 04:14:35 status unpacked postgresql-9.1:amd64 9.1.13-0wheezy1
2014-10-15 04:14:35 status unpacked postgresql-9.1:amd64 9.1.13-0wheezy1
2014-10-15 04:14:35 install postgresql:all <none> 9.1+134wheezy4
2014-10-15 04:14:35 status half-installed postgresql:all 9.1+134wheezy4
2014-10-15 04:14:35 status unpacked postgresql:all 9.1+134wheezy4
2014-10-15 04:14:35 status unpacked postgresql:all 9.1+134wheezy4
2014-10-15 04:14:35 install postgresql-contrib-9.1:amd64 <none> 9.1.13-0wheezy1
2014-10-15 04:14:35 status half-installed postgresql-contrib-9.1:amd64 9.1.13-0wheezy1
2014-10-15 04:14:35 status unpacked postgresql-contrib-9.1:amd64 9.1.13-0wheezy1
2014-10-15 04:14:35 status unpacked postgresql-contrib-9.1:amd64 9.1.13-0wheezy1
2014-10-15 04:14:35 install postgresql-contrib:all <none> 9.1+134wheezy4
2014-10-15 04:14:35 status half-installed postgresql-contrib:all 9.1+134wheezy4
2014-10-15 04:14:35 status unpacked postgresql-contrib:all 9.1+134wheezy4
2014-10-15 04:14:35 status unpacked postgresql-contrib:all 9.1+134wheezy4
2014-10-15 04:14:35 install postgresql-doc-9.1:all <none> 9.1.13-0wheezy1
2014-10-15 04:14:35 status half-installed postgresql-doc-9.1:all 9.1.13-0wheezy1
2014-10-15 04:14:35 status unpacked postgresql-doc-9.1:all 9.1.13-0wheezy1
2014-10-15 04:14:35 status unpacked postgresql-doc-9.1:all 9.1.13-0wheezy1
2014-10-15 04:14:35 install postgresql-doc:all <none> 9.1+134wheezy4
2014-10-15 04:14:36 status half-installed postgresql-doc:all 9.1+134wheezy4
2014-10-15 04:14:36 status unpacked postgresql-doc:all 9.1+134wheezy4
2014-10-15 04:14:36 status unpacked postgresql-doc:all 9.1+134wheezy4
2014-10-15 04:14:36 install psmisc:amd64 <none> 22.19-1+deb7u1
2014-10-15 04:14:36 status half-installed psmisc:amd64 22.19-1+deb7u1
2014-10-15 04:14:36 status half-installed psmisc:amd64 22.19-1+deb7u1
2014-10-15 04:14:36 status unpacked psmisc:amd64 22.19-1+deb7u1
2014-10-15 04:14:36 status unpacked psmisc:amd64 22.19-1+deb7u1
2014-10-15 04:14:36 install task-database-server:all <none> 3.14.1
2014-10-15 04:14:36 status half-installed task-database-server:all 3.14.1
2014-10-15 04:14:36 status unpacked task-database-server:all 3.14.1
2014-10-15 04:14:36 status unpacked task-database-server:all 3.14.1
2014-10-15 04:14:36 install task-english:all <none> 3.14.1
2014-10-15 04:14:36 status half-installed task-english:all 3.14.1
2014-10-15 04:14:36 status unpacked task-english:all 3.14.1
2014-10-15 04:14:36 status unpacked task-english:all 3.14.1
2014-10-15 04:14:36 install task-ssh-server:all <none> 3.14.1
2014-10-15 04:14:36 status half-installed task-ssh-server:all 3.14.1
2014-10-15 04:14:36 status unpacked task-ssh-server:all 3.14.1
2014-10-15 04:14:36 status unpacked task-ssh-server:all 3.14.1
2014-10-15 04:14:36 install task-web-server:all <none> 3.14.1
2014-10-15 04:14:36 status half-installed task-web-server:all 3.14.1
2014-10-15 04:14:36 status unpacked task-web-server:all 3.14.1
2014-10-15 04:14:36 status unpacked task-web-server:all 3.14.1
2014-10-15 04:14:36 install tcpd:amd64 <none> 7.6.q-24
2014-10-15 04:14:36 status half-installed tcpd:amd64 7.6.q-24
2014-10-15 04:14:36 status half-installed tcpd:amd64 7.6.q-24
2014-10-15 04:14:36 status unpacked tcpd:amd64 7.6.q-24
2014-10-15 04:14:36 status unpacked tcpd:amd64 7.6.q-24
2014-10-15 04:14:36 install util-linux-locales:all <none> 2.20.1-5.3
2014-10-15 04:14:36 status half-installed util-linux-locales:all 2.20.1-5.3
2014-10-15 04:14:36 status unpacked util-linux-locales:all 2.20.1-5.3
2014-10-15 04:14:36 status unpacked util-linux-locales:all 2.20.1-5.3
2014-10-15 04:14:36 install xauth:amd64 <none> 1:1.0.7-1
2014-10-15 04:14:36 status half-installed xauth:amd64 1:1.0.7-1
2014-10-15 04:14:36 status half-installed xauth:amd64 1:1.0.7-1
2014-10-15 04:14:36 status unpacked xauth:amd64 1:1.0.7-1
2014-10-15 04:14:36 status unpacked xauth:amd64 1:1.0.7-1
2014-10-15 04:14:36 install xml-core:all <none> 0.13+nmu2
2014-10-15 04:14:36 status half-installed xml-core:all 0.13+nmu2
2014-10-15 04:14:36 status half-installed xml-core:all 0.13+nmu2
2014-10-15 04:14:36 status unpacked xml-core:all 0.13+nmu2
2014-10-15 04:14:36 status unpacked xml-core:all 0.13+nmu2
2014-10-15 04:14:36 trigproc man-db:amd64 2.6.2-1 2.6.2-1
2014-10-15 04:14:36 status half-configured man-db:amd64 2.6.2-1
2014-10-15 04:14:37 status installed man-db:amd64 2.6.2-1
2014-10-15 04:14:37 trigproc install-info:amd64 4.13a.dfsg.1-10 4.13a.dfsg.1-10
2014-10-15 04:14:37 status half-configured install-info:amd64 4.13a.dfsg.1-10
2014-10-15 04:14:37 status installed install-info:amd64 4.13a.dfsg.1-10
2014-10-15 04:14:37 startup packages configure
2014-10-15 04:14:37 configure bash-completion:all 1:2.0-1 <none>
2014-10-15 04:14:37 status unpacked bash-completion:all 1:2.0-1
2014-10-15 04:14:37 status unpacked bash-completion:all 1:2.0-1
2014-10-15 04:14:37 status unpacked bash-completion:all 1:2.0-1
2014-10-15 04:14:37 status half-configured bash-completion:all 1:2.0-1
2014-10-15 04:14:37 status installed bash-completion:all 1:2.0-1
2014-10-15 04:14:37 configure libasprintf0c2:amd64 0.18.1.1-9 <none>
2014-10-15 04:14:37 status unpacked libasprintf0c2:amd64 0.18.1.1-9
2014-10-15 04:14:37 status half-configured libasprintf0c2:amd64 0.18.1.1-9
2014-10-15 04:14:37 status installed libasprintf0c2:amd64 0.18.1.1-9
2014-10-15 04:14:37 configure libcap2:amd64 1:2.22-1.2 <none>
2014-10-15 04:14:37 status unpacked libcap2:amd64 1:2.22-1.2
2014-10-15 04:14:37 status half-configured libcap2:amd64 1:2.22-1.2
2014-10-15 04:14:37 status installed libcap2:amd64 1:2.22-1.2
2014-10-15 04:14:37 configure libbsd0:amd64 0.4.2-1 <none>
2014-10-15 04:14:37 status unpacked libbsd0:amd64 0.4.2-1
2014-10-15 04:14:38 status half-configured libbsd0:amd64 0.4.2-1
2014-10-15 04:14:38 status installed libbsd0:amd64 0.4.2-1
2014-10-15 04:14:38 configure libedit2:amd64 2.11-20080614-5 <none>
2014-10-15 04:14:38 status unpacked libedit2:amd64 2.11-20080614-5
2014-10-15 04:14:38 status half-configured libedit2:amd64 2.11-20080614-5
2014-10-15 04:14:38 status installed libedit2:amd64 2.11-20080614-5
2014-10-15 04:14:38 configure libevent-2.0-5:amd64 2.0.19-stable-3 <none>
2014-10-15 04:14:38 status unpacked libevent-2.0-5:amd64 2.0.19-stable-3
2014-10-15 04:14:38 status half-configured libevent-2.0-5:amd64 2.0.19-stable-3
2014-10-15 04:14:38 status installed libevent-2.0-5:amd64 2.0.19-stable-3
2014-10-15 04:14:38 configure libgpm2:amd64 1.20.4-6 <none>
2014-10-15 04:14:38 status unpacked libgpm2:amd64 1.20.4-6
2014-10-15 04:14:38 status half-configured libgpm2:amd64 1.20.4-6
2014-10-15 04:14:38 status installed libgpm2:amd64 1.20.4-6
2014-10-15 04:14:38 configure libkeyutils1:amd64 1.5.5-3 <none>
2014-10-15 04:14:38 status unpacked libkeyutils1:amd64 1.5.5-3
2014-10-15 04:14:38 status half-configured libkeyutils1:amd64 1.5.5-3
2014-10-15 04:14:38 status installed libkeyutils1:amd64 1.5.5-3
2014-10-15 04:14:38 configure libkrb5support0:amd64 1.10.1+dfsg-5+deb7u2 <none>
2014-10-15 04:14:38 status unpacked libkrb5support0:amd64 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:38 status half-configured libkrb5support0:amd64 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:38 status installed libkrb5support0:amd64 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:38 configure libk5crypto3:amd64 1.10.1+dfsg-5+deb7u2 <none>
2014-10-15 04:14:38 status unpacked libk5crypto3:amd64 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:38 status half-configured libk5crypto3:amd64 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:38 status installed libk5crypto3:amd64 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:38 configure libkrb5-3:amd64 1.10.1+dfsg-5+deb7u2 <none>
2014-10-15 04:14:38 status unpacked libkrb5-3:amd64 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:38 status half-configured libkrb5-3:amd64 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:38 status installed libkrb5-3:amd64 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:38 configure libgssapi-krb5-2:amd64 1.10.1+dfsg-5+deb7u2 <none>
2014-10-15 04:14:38 status unpacked libgssapi-krb5-2:amd64 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:38 status half-configured libgssapi-krb5-2:amd64 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:38 status installed libgssapi-krb5-2:amd64 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:38 configure libgssglue1:amd64 0.4-2 <none>
2014-10-15 04:14:38 status unpacked libgssglue1:amd64 0.4-2
2014-10-15 04:14:38 status unpacked libgssglue1:amd64 0.4-2
2014-10-15 04:14:38 status half-configured libgssglue1:amd64 0.4-2
2014-10-15 04:14:38 status installed libgssglue1:amd64 0.4-2
2014-10-15 04:14:38 configure libsasl2-2:amd64 2.1.25.dfsg1-6+deb7u1 <none>
2014-10-15 04:14:38 status unpacked libsasl2-2:amd64 2.1.25.dfsg1-6+deb7u1
2014-10-15 04:14:38 status half-configured libsasl2-2:amd64 2.1.25.dfsg1-6+deb7u1
2014-10-15 04:14:38 status installed libsasl2-2:amd64 2.1.25.dfsg1-6+deb7u1
2014-10-15 04:14:38 configure libldap-2.4-2:amd64 2.4.31-1+nmu2 <none>
2014-10-15 04:14:38 status unpacked libldap-2.4-2:amd64 2.4.31-1+nmu2
2014-10-15 04:14:38 status unpacked libldap-2.4-2:amd64 2.4.31-1+nmu2
2014-10-15 04:14:38 status half-configured libldap-2.4-2:amd64 2.4.31-1+nmu2
2014-10-15 04:14:38 status installed libldap-2.4-2:amd64 2.4.31-1+nmu2
2014-10-15 04:14:38 configure liblockfile-bin:amd64 1.09-5 <none>
2014-10-15 04:14:38 status unpacked liblockfile-bin:amd64 1.09-5
2014-10-15 04:14:38 status half-configured liblockfile-bin:amd64 1.09-5
2014-10-15 04:14:38 status installed liblockfile-bin:amd64 1.09-5
2014-10-15 04:14:38 configure liblockfile1:amd64 1.09-5 <none>
2014-10-15 04:14:38 status unpacked liblockfile1:amd64 1.09-5
2014-10-15 04:14:38 status half-configured liblockfile1:amd64 1.09-5
2014-10-15 04:14:38 status installed liblockfile1:amd64 1.09-5
2014-10-15 04:14:38 configure libmagic1:amd64 5.11-2+deb7u5 <none>
2014-10-15 04:14:38 status unpacked libmagic1:amd64 5.11-2+deb7u5
2014-10-15 04:14:38 status unpacked libmagic1:amd64 5.11-2+deb7u5
2014-10-15 04:14:38 status unpacked libmagic1:amd64 5.11-2+deb7u5
2014-10-15 04:14:38 status half-configured libmagic1:amd64 5.11-2+deb7u5
2014-10-15 04:14:38 status installed libmagic1:amd64 5.11-2+deb7u5
2014-10-15 04:14:38 configure libnfsidmap2:amd64 0.25-4 <none>
2014-10-15 04:14:38 status unpacked libnfsidmap2:amd64 0.25-4
2014-10-15 04:14:38 status half-configured libnfsidmap2:amd64 0.25-4
2014-10-15 04:14:38 status installed libnfsidmap2:amd64 0.25-4
2014-10-15 04:14:38 configure libpcre3:amd64 1:8.30-5 <none>
2014-10-15 04:14:38 status unpacked libpcre3:amd64 1:8.30-5
2014-10-15 04:14:38 status half-configured libpcre3:amd64 1:8.30-5
2014-10-15 04:14:38 status installed libpcre3:amd64 1:8.30-5
2014-10-15 04:14:38 configure libtirpc1:amd64 0.2.2-5 <none>
2014-10-15 04:14:38 status unpacked libtirpc1:amd64 0.2.2-5
2014-10-15 04:14:38 status unpacked libtirpc1:amd64 0.2.2-5
2014-10-15 04:14:38 status half-configured libtirpc1:amd64 0.2.2-5
2014-10-15 04:14:38 status installed libtirpc1:amd64 0.2.2-5
2014-10-15 04:14:38 configure libtokyocabinet9:amd64 1.4.47-2 <none>
2014-10-15 04:14:38 status unpacked libtokyocabinet9:amd64 1.4.47-2
2014-10-15 04:14:38 status half-configured libtokyocabinet9:amd64 1.4.47-2
2014-10-15 04:14:38 status installed libtokyocabinet9:amd64 1.4.47-2
2014-10-15 04:14:38 configure libwrap0:amd64 7.6.q-24 <none>
2014-10-15 04:14:38 status unpacked libwrap0:amd64 7.6.q-24
2014-10-15 04:14:38 status half-configured libwrap0:amd64 7.6.q-24
2014-10-15 04:14:38 status installed libwrap0:amd64 7.6.q-24
2014-10-15 04:14:38 configure geoip-database:all 20130213-1 <none>
2014-10-15 04:14:38 status unpacked geoip-database:all 20130213-1
2014-10-15 04:14:38 status half-configured geoip-database:all 20130213-1
2014-10-15 04:14:38 status installed geoip-database:all 20130213-1
2014-10-15 04:14:38 configure libfreetype6:amd64 2.4.9-1.1 <none>
2014-10-15 04:14:38 status unpacked libfreetype6:amd64 2.4.9-1.1
2014-10-15 04:14:38 status half-configured libfreetype6:amd64 2.4.9-1.1
2014-10-15 04:14:38 status installed libfreetype6:amd64 2.4.9-1.1
2014-10-15 04:14:38 configure libjpeg8:amd64 8d-1+deb7u1 <none>
2014-10-15 04:14:38 status unpacked libjpeg8:amd64 8d-1+deb7u1
2014-10-15 04:14:38 status half-configured libjpeg8:amd64 8d-1+deb7u1
2014-10-15 04:14:38 status installed libjpeg8:amd64 8d-1+deb7u1
2014-10-15 04:14:38 configure libpng12-0:amd64 1.2.49-1 <none>
2014-10-15 04:14:38 status unpacked libpng12-0:amd64 1.2.49-1
2014-10-15 04:14:38 status half-configured libpng12-0:amd64 1.2.49-1
2014-10-15 04:14:38 status installed libpng12-0:amd64 1.2.49-1
2014-10-15 04:14:38 configure libgd2-noxpm:amd64 2.0.36~rc1~dfsg-6.1 <none>
2014-10-15 04:14:38 status unpacked libgd2-noxpm:amd64 2.0.36~rc1~dfsg-6.1
2014-10-15 04:14:38 status half-configured libgd2-noxpm:amd64 2.0.36~rc1~dfsg-6.1
2014-10-15 04:14:38 status installed libgd2-noxpm:amd64 2.0.36~rc1~dfsg-6.1
2014-10-15 04:14:38 configure libxau6:amd64 1:1.0.7-1 <none>
2014-10-15 04:14:38 status unpacked libxau6:amd64 1:1.0.7-1
2014-10-15 04:14:38 status half-configured libxau6:amd64 1:1.0.7-1
2014-10-15 04:14:39 status installed libxau6:amd64 1:1.0.7-1
2014-10-15 04:14:39 configure libxdmcp6:amd64 1:1.1.1-1 <none>
2014-10-15 04:14:39 status unpacked libxdmcp6:amd64 1:1.1.1-1
2014-10-15 04:14:39 status half-configured libxdmcp6:amd64 1:1.1.1-1
2014-10-15 04:14:39 status installed libxdmcp6:amd64 1:1.1.1-1
2014-10-15 04:14:39 configure libxcb1:amd64 1.8.1-2+deb7u1 <none>
2014-10-15 04:14:39 status unpacked libxcb1:amd64 1.8.1-2+deb7u1
2014-10-15 04:14:39 status half-configured libxcb1:amd64 1.8.1-2+deb7u1
2014-10-15 04:14:39 status installed libxcb1:amd64 1.8.1-2+deb7u1
2014-10-15 04:14:39 configure libx11-data:all 2:1.5.0-1+deb7u1 <none>
2014-10-15 04:14:39 status unpacked libx11-data:all 2:1.5.0-1+deb7u1
2014-10-15 04:14:39 status half-configured libx11-data:all 2:1.5.0-1+deb7u1
2014-10-15 04:14:39 status installed libx11-data:all 2:1.5.0-1+deb7u1
2014-10-15 04:14:39 configure libx11-6:amd64 2:1.5.0-1+deb7u1 <none>
2014-10-15 04:14:39 status unpacked libx11-6:amd64 2:1.5.0-1+deb7u1
2014-10-15 04:14:39 status half-configured libx11-6:amd64 2:1.5.0-1+deb7u1
2014-10-15 04:14:39 status installed libx11-6:amd64 2:1.5.0-1+deb7u1
2014-10-15 04:14:39 configure libxext6:amd64 2:1.3.1-2+deb7u1 <none>
2014-10-15 04:14:39 status unpacked libxext6:amd64 2:1.3.1-2+deb7u1
2014-10-15 04:14:39 status half-configured libxext6:amd64 2:1.3.1-2+deb7u1
2014-10-15 04:14:39 status installed libxext6:amd64 2:1.3.1-2+deb7u1
2014-10-15 04:14:39 configure libxml2:amd64 2.8.0+dfsg1-7+wheezy1 <none>
2014-10-15 04:14:39 status unpacked libxml2:amd64 2.8.0+dfsg1-7+wheezy1
2014-10-15 04:14:39 status half-configured libxml2:amd64 2.8.0+dfsg1-7+wheezy1
2014-10-15 04:14:39 status installed libxml2:amd64 2.8.0+dfsg1-7+wheezy1
2014-10-15 04:14:39 configure libxmuu1:amd64 2:1.1.1-1 <none>
2014-10-15 04:14:39 status unpacked libxmuu1:amd64 2:1.1.1-1
2014-10-15 04:14:39 status half-configured libxmuu1:amd64 2:1.1.1-1
2014-10-15 04:14:39 status installed libxmuu1:amd64 2:1.1.1-1
2014-10-15 04:14:39 configure libxslt1.1:amd64 1.1.26-14.1 <none>
2014-10-15 04:14:39 status unpacked libxslt1.1:amd64 1.1.26-14.1
2014-10-15 04:14:39 status half-configured libxslt1.1:amd64 1.1.26-14.1
2014-10-15 04:14:39 status installed libxslt1.1:amd64 1.1.26-14.1
2014-10-15 04:14:39 configure openssh-blacklist:all 0.4.1+nmu1 <none>
2014-10-15 04:14:39 status unpacked openssh-blacklist:all 0.4.1+nmu1
2014-10-15 04:14:39 status half-configured openssh-blacklist:all 0.4.1+nmu1
2014-10-15 04:14:39 status installed openssh-blacklist:all 0.4.1+nmu1
2014-10-15 04:14:39 configure openssh-blacklist-extra:all 0.4.1+nmu1 <none>
2014-10-15 04:14:39 status unpacked openssh-blacklist-extra:all 0.4.1+nmu1
